Top_counterScore,Jug_counterScore,Mid_counterScore,Bot_counterScore,Uti_counterScore,Team1_Top_attackScore,Team1_Jug_attackScore,Team1_Mid_attackScore,Team1_Bot_attackScore,Team1_Uti_attackScore,Team2_Top_attackScore,Team2_Jug_attackScore,Team2_Mid_attackScore,Team2_Bot_attackScore,Team2_Uti_attackScore,Team1_Top_defenseScore,Team1_Jug_defenseScore,Team1_Mid_defenseScore,Team1_Bot_defenseScore,Team1_Uti_defenseScore,Team2_Top_defenseScore,Team2_Jug_defenseScore,Team2_Mid_defenseScore,Team2_Bot_defenseScore,Team2_Uti_defenseScore,Team1_Top_winRates,Team1_Jug_winRates,Team1_Mid_winRates,Team1_Bot_winRates,Team1_Uti_winRates,Team2_Top_winRates,Team2_Jug_winRates,Team2_Mid_winRates,Team2_Bot_winRates,Team2_Uti_winRates,Team1_comboCounts,Team2_comboCounts,Team1_Top_controlScore,Team1_Jug_controlScore,Team1_Mid_controlScore,Team1_Bot_controlScore,Team1_Uti_controlScore,Team2_Top_controlScore,Team2_Jug_controlScore,Team2_Mid_controlScore,Team2_Bot_controlScore,Team2_Uti_controlScore,TeamVictory
-891.625,-840.9090909090909,308.3181818181818,-916.9714285714284,-745.695652173913,395.45,396.17,466.62,612.05,243.59,420.11,433.31,487.3,429.1,242.87,597.65,859.75,516.28,576.31,387.34,602.02,914.74,732.02,502.95,501.28,51.24,45.9,51.08,56.6,48.9,46.85,44.26,48.53,48.59,51.98,0.0,0.0,0.2573,0.5652,0.7717,0.3441,0.959,0.9363,0.7891,0.124,0.3392,1.3264,100
159.7906976744186,138.1904761904762,-42.24444444444445,0.0,-335.0,552.22,459.78,508.1,340.25,303.56,541.26,396.17,558.91,651.16,350.66,762.73,695.98,650.2,412.31,530.06,672.31,859.75,789.95,660.02,731.78,53.63,46.34,49.28,53.29,62.02,50.38,45.9,55.23,60.81,47.77,0.0,0.0,0.7372,0.6875,0.0613,1.0497,0.8095,1.0528,0.5652,0.928,0.5989,1.0588,200
84.75,0.0,0.0,-1969.123595505618,-513.4285714285714,430.68,367.57,511.59,564.03,242.87,384.91,446.93,555.24,478.68,303.56,652.28,879.69,523.9,564.35,501.28,781.74,852.43,556.74,519.75,530.06,51.57,48.55,48.7,55.49,51.98,40.88,47.06,57.75,48.59,62.02,0.0,0.0,0.6772,0.7627,0.4683,0.496,1.3264,0.5082,0.8327,0.4889,0.2799,0.8095,100
0.0,1262.5,-819.9583333333334,689.2173913043479,-455.4358974358975,420.11,433.31,487.3,477.06,243.59,399.54,335.15,558.91,429.1,303.56,602.02,914.74,732.02,484.41,387.34,673.16,876.64,789.95,502.95,530.06,46.85,44.26,48.53,50.07,48.9,55.29,54.06,55.23,48.59,62.02,0.0,0.0,0.9363,0.7891,0.124,0.5485,0.959,2.3283,1.2169,0.928,0.3392,0.8095,200
0.0,-1030.6521739130435,-684.2,394.79661016949154,-1137.1971830985915,497.03,344.15,408.34,505.64,239.92,280.7,431.2,487.8,478.42,303.56,754.04,888.88,475.57,478.03,273.88,425.38,824.99,664.78,448.0,530.06,49.26,42.39,46.83,43.84,45.16,40.55,58.1,47.99,46.81,62.02,1.0,0.0,0.3157,1.0243,0.81,0.1244,0.6237,0.8327,0.6905,1.5233,0.4713,0.8095,200
37.70588235294117,-245.43939393939397,-1876.8,-573.0,-134.59459459459458,537.38,393.16,459.23,564.03,200.17,565.44,427.98,487.3,556.41,278.14,668.38,909.86,603.85,564.35,449.22,514.35,850.87,732.02,592.42,457.08,46.76,43.14,40.48,55.49,54.09,52.8,50.1,48.53,51.48,49.77,1.0,0.0,0.3488,0.567,1.0993,0.496,1.1621,0.0734,0.6571,0.124,0.1372,0.899,100
0.0,-1298.7407407407406,29.904761904761905,-1463.9814814814815,0.0,396.7,396.17,519.76,564.03,200.48,523.97,428.86,479.53,410.72,385.22,783.23,859.75,474.95,564.35,440.22,726.07,795.69,585.06,454.1,583.0,48.87,45.9,42.61,55.49,49.01,51.59,49.46,53.08,50.76,32.63,0.0,0.0,0.9065,0.5652,0.6562,0.496,0.9728,0.5041,0.6172,0.2324,0.8977,1.2286,200
-1232.470588235294,21.210526315789476,-420.9836065573771,1458.758389261745,234.77551020408163,460.0,427.98,492.81,501.32,222.21,541.26,517.72,558.91,564.03,188.42,586.55,850.87,509.13,532.97,493.17,672.31,766.1,789.95,564.35,562.57,52.94,50.1,40.79,44.14,47.99,50.38,57.03,55.23,55.49,48.6,0.0,0.0,0.7818,0.6571,0.0833,0.5861,1.9354,1.0528,0.293,0.928,0.496,1.6377,200
0.0,-913.5357142857144,-1318.2142857142858,839.1875,958.8888888888888,460.0,384.91,479.37,505.64,474.82,461.74,427.98,558.91,408.34,222.21,586.55,781.74,730.85,478.03,371.53,886.98,850.87,789.95,475.57,493.17,52.94,47.85,51.64,43.84,47.95,57.41,50.1,55.23,60.78,47.99,0.0,0.0,0.7818,0.5082,0.3422,0.1244,0.9556,0.3409,0.6571,0.928,0.81,1.9354,200
0.0,-1251.9166666666667,0.0,839.1875,-15.44,419.31,651.16,522.32,505.64,434.54,505.0,393.16,373.88,408.34,239.92,562.82,660.02,599.09,478.03,372.3,790.24,909.86,444.15,475.57,273.88,52.94,48.17,53.32,43.84,51.94,41.04,43.14,50.0,60.78,45.16,0.0,0.0,0.7834,0.5989,0.05,0.1244,1.39,0.559,0.567,0.9365,0.81,0.6237,200
786.9444444444445,-245.43939393939397,-1597.3157894736842,86.47804878048781,-132.54901960784315,461.74,427.98,487.8,526.39,239.92,552.22,393.16,516.89,478.68,251.09,886.98,850.87,664.78,524.93,273.88,762.73,909.86,645.05,519.75,435.65,57.41,50.1,47.99,55.1,45.16,53.63,43.14,50.88,48.59,45.64,0.0,0.0,0.3409,0.6571,1.5233,0.3548,0.6237,0.7372,0.567,0.7271,0.2799,0.465,100
0.0,0.0,-454.5,-46.83050847457627,135.7278911564626,497.03,453.44,280.7,526.39,239.92,439.75,302.85,519.76,521.73,220.24,754.04,757.14,425.38,524.93,273.88,601.26,697.25,474.95,527.27,377.48,49.26,41.55,53.85,55.1,45.16,40.55,53.33,42.61,49.52,51.34,0.0,0.0,0.3157,0.2073,0.8327,0.3548,0.6237,0.992,1.597,0.6562,0.0862,0.9627,100
0.0,81.63793103448276,-1279.5555555555557,162.3421052631579,-428.7142857142857,448.16,427.98,489.38,477.06,220.24,497.1,459.78,408.34,449.29,214.18,931.34,850.87,626.21,484.41,377.48,894.66,695.98,475.57,485.89,376.37,53.54,50.1,51.41,50.07,51.34,56.41,46.34,46.83,45.69,56.97,0.0,0.0,0.8509,0.6571,0.666,0.5485,0.9627,0.3124,0.6875,0.81,0.0913,1.2132,200
662.6,-2262.5714285714284,-941.4,823.3,801.4,395.45,517.72,565.44,340.25,474.82,461.16,359.16,408.34,490.74,239.92,597.65,766.1,514.35,412.31,371.53,667.9,953.59,475.57,522.4,273.88,51.24,57.03,57.55,53.29,47.95,48.8,51.05,46.83,51.85,45.16,0.0,0.0,0.2573,0.293,0.0734,1.0497,0.9556,0.6737,1.4015,0.81,0.209,0.6237,100
-1553.0,2252.375,-1459.7272727272727,131.12037037037038,-714.1452991452992,497.03,651.16,466.62,478.68,450.75,411.68,359.16,280.7,477.06,373.88,754.04,660.02,516.28,519.75,490.01,794.83,953.59,425.38,484.41,444.15,49.26,48.17,51.08,48.59,53.28,49.04,51.05,53.85,50.07,53.44,0.0,0.0,0.3157,0.5989,0.7717,0.2799,1.0387,1.3334,1.4015,0.8327,0.5485,0.9365,100
-53.41666666666666,-416.8767123287671,-10.142857142857142,743.25,0.0,541.26,431.2,487.12,477.06,469.56,558.91,459.78,511.59,501.32,350.66,672.31,824.99,727.68,484.41,775.45,789.95,695.98,523.9,532.97,731.78,50.38,58.1,51.91,50.07,32.63,51.9,46.34,48.7,44.14,47.77,0.0,0.0,1.0528,0.6905,1.3279,0.5485,1.1045,0.928,0.6875,0.4683,0.5861,1.0588,200
-810.6923076923077,301.8888888888889,-1686.4,86.47804878048781,-406.7916666666667,430.68,396.7,458.65,526.39,373.88,489.64,335.15,482.45,478.68,171.68,652.28,783.23,609.26,524.93,444.15,798.81,876.64,463.45,519.75,368.84,51.57,52.87,52.34,55.1,53.44,55.59,54.06,44.27,48.59,47.71,0.0,0.0,0.6772,0.9065,0.6712,0.3548,0.9365,0.6922,1.2169,1.0831,0.2799,1.6476,200
0.0,0.0,-510.8235294117647,-1364.6440677966102,397.5833333333333,430.68,406.31,466.62,564.03,282.57,555.24,417.87,474.82,521.73,197.28,652.28,641.04,516.28,564.35,581.82,556.74,852.11,371.53,527.27,497.74,51.57,58.7,51.08,55.49,54.19,52.63,49.11,48.3,49.52,46.32,0.0,1.0,0.6772,0.882,0.7717,0.496,1.4034,0.4889,0.3544,0.9556,0.0862,1.1498,100
3022.8,223.46296296296296,976.2,-46.83050847457627,-54.35365853658536,461.74,396.7,452.37,521.73,243.59,505.0,384.91,372.79,526.39,220.24,886.98,783.23,522.99,527.27,387.34,790.24,781.74,533.88,524.93,377.48,57.41,52.87,57.42,49.52,48.9,41.04,47.85,50.68,55.1,51.34,1.0,0.0,0.3409,0.9065,1.3515,0.0862,0.959,0.559,0.5082,1.3551,0.3548,0.9627,100
301.47222222222223,81.63793103448276,-570.8571428571429,103.70588235294116,0.0,461.16,427.98,458.65,505.64,350.66,497.03,459.78,452.37,489.9,441.39,667.9,850.87,609.26,478.03,731.78,754.04,695.98,522.99,483.6,486.66,48.8,50.1,52.34,43.84,47.77,49.26,46.34,57.42,54.16,32.63,0.0,0.0,0.6737,0.6571,0.6712,0.1244,1.0588,0.3157,0.6875,1.3515,0.5384,1.2542,200
0.0,-297.4,0.0,717.7872340425532,132.3272727272727,395.45,489.38,522.32,501.32,239.92,459.78,418.09,298.58,526.39,171.68,597.65,626.21,599.09,532.97,273.88,695.98,1014.83,653.75,524.93,368.84,51.24,50.89,53.32,44.14,45.16,54.43,44.95,44.31,55.1,47.71,0.0,0.0,0.2573,0.666,0.05,0.5861,0.6237,0.6875,0.7715,1.2287,0.3548,1.6476,100
-1877.5,-728.6,-2140.5,-2686.333333333333,816.36,384.33,489.38,458.65,561.96,214.18,430.68,472.78,488.24,612.05,171.68,665.97,626.21,609.26,514.0,376.37,652.28,855.81,759.18,576.31,368.84,49.19,50.89,52.34,52.43,56.97,51.57,52.52,46.26,56.6,47.71,0.0,0.0,1.081,0.666,0.6712,0.289,1.2132,0.6772,0.5369,0.5021,0.3441,1.6476,100
1919.7,1011.8,-978.6730769230768,-533.8888888888889,29.859154929577464,541.26,487.12,530.61,564.03,222.21,511.59,489.38,466.62,477.06,197.28,672.31,727.68,475.85,564.35,493.17,523.9,626.21,516.28,484.41,497.74,50.38,56.95,56.78,55.49,47.99,40.26,50.89,51.08,50.07,46.32,0.0,0.0,1.0528,1.3279,1.113,0.496,1.9354,0.4683,0.666,0.7717,0.5485,1.1498,100
902.5641025641024,72.9047619047619,-920.5,-963.6491228070176,449.0655737704918,481.22,396.7,452.37,556.41,278.14,516.89,367.57,519.76,505.64,373.88,677.45,783.23,522.99,592.42,457.08,645.05,879.69,474.95,478.03,444.15,51.42,52.87,57.42,51.48,49.77,52.68,48.55,42.61,43.84,53.44,0.0,0.0,0.5722,0.9065,1.3515,0.1372,0.899,0.7271,0.7627,0.6562,0.1244,0.9365,100
-383.38461538461536,-416.8767123287671,-103.3,363.6808510638298,63.8,520.69,431.2,558.91,564.03,209.71,497.03,459.78,466.62,526.39,200.48,518.69,824.99,789.95,564.35,487.52,754.04,695.98,516.28,524.93,440.22,53.06,58.1,55.23,55.49,44.28,49.26,46.34,51.08,55.1,49.01,0.0,0.0,0.7803,0.6905,0.928,0.496,1.2612,0.3157,0.6875,0.7717,0.3548,0.9728,200
-935.0769230769232,0.0,-2530.3,-679.6666666666666,27.346153846153847,420.11,300.95,458.65,408.34,251.09,396.7,472.78,565.44,526.39,278.14,602.02,770.51,609.26,475.57,435.65,783.23,855.81,514.35,524.93,457.08,46.85,38.79,52.34,60.78,45.64,48.87,52.52,57.55,55.1,49.77,0.0,0.0,0.9363,1.3539,0.6712,0.81,0.465,0.9065,0.5369,0.0734,0.3548,0.899,100
0.0,-1251.9166666666667,0.0,2588.7903225806454,-49.69230769230769,465.15,651.16,565.44,612.05,373.88,516.89,393.16,502.23,478.68,214.18,574.57,660.02,514.35,576.31,444.15,645.05,909.86,363.77,519.75,376.37,40.55,48.17,57.55,56.6,53.44,52.68,43.14,57.5,48.59,56.97,0.0,0.0,1.0823,0.5989,0.0734,0.3441,0.9365,0.7271,0.567,0.7977,0.2799,1.2132,200
-846.0652173913044,-0.4285714285714285,0.0,2588.7903225806454,2.652173913043478,430.68,418.09,380.3,612.05,171.68,497.03,417.87,395.45,478.68,200.17,652.28,1014.83,363.44,576.31,368.84,754.04,852.11,597.65,519.75,449.22,51.57,44.95,41.53,56.6,47.71,49.26,49.11,40.35,48.59,54.09,0.0,0.0,0.6772,0.7715,1.7356,0.3441,1.6476,0.3157,0.3544,0.2573,0.2799,1.1621,200
204.03846153846155,-775.9444444444445,-794.375,-846.75,-996.4347826086956,481.22,379.02,508.1,410.72,171.68,552.22,431.2,487.3,398.09,340.25,677.45,669.5,650.2,454.1,368.84,762.73,824.99,732.02,437.16,412.31,51.42,42.05,49.28,50.76,47.71,53.63,58.1,48.53,46.27,51.66,0.0,0.0,0.5722,0.9871,0.0613,0.8977,1.6476,0.7372,0.6905,0.124,1.7157,1.0497,200
0.0,1075.3333333333333,0.0,-597.0528301886792,308.7164179104478,461.74,446.93,453.44,449.29,243.59,359.16,517.72,472.56,505.64,373.88,886.98,852.43,757.14,485.89,387.34,953.59,766.1,476.64,478.03,444.15,57.41,47.06,48.19,45.69,48.9,43.48,57.03,45.75,43.84,53.44,0.0,0.0,0.3409,0.8327,0.2073,0.0913,0.959,1.4015,0.293,0.8053,0.1244,0.9365,100
1917.5,365.5,0.0,-1170.225,795.4411764705883,461.74,463.23,487.12,505.64,243.59,380.65,384.91,492.81,460.0,200.48,886.98,847.45,727.68,478.03,387.34,617.64,781.74,509.13,586.55,440.22,57.41,40.79,51.91,43.84,48.9,57.85,47.85,40.79,59.47,49.01,0.0,0.0,0.3409,0.2196,1.3279,0.1244,0.959,0.9926,0.5082,0.0833,0.7818,0.9728,100
-891.625,-248.65217391304347,-25.58333333333333,-1450.1666666666667,126.38636363636364,420.11,446.93,511.59,612.05,278.14,395.45,396.7,508.1,417.28,286.8,602.02,852.43,523.9,576.31,457.08,597.65,783.23,650.2,454.82,446.05,46.85,47.06,48.7,56.6,49.77,51.24,52.87,49.28,49.54,52.86,0.0,0.0,0.9363,0.8327,0.4683,0.3441,0.899,0.2573,0.9065,0.0613,0.0675,1.5989,200
652.8333333333334,624.047619047619,-1597.3157894736842,-1237.4,-15.44,477.52,459.78,487.8,485.34,434.54,508.1,502.65,516.89,612.05,239.92,769.69,695.98,664.78,465.65,372.3,650.2,855.84,645.05,576.31,273.88,38.71,46.34,47.99,47.94,51.94,45.53,56.48,50.88,56.6,45.16,0.0,0.0,0.2269,0.6875,1.5233,0.5863,1.39,0.0613,0.1449,0.7271,0.3441,0.6237,200
-595.8,-1772.7142857142858,0.0,903.8064516129032,0.0,523.97,367.57,487.12,490.74,303.56,461.74,479.37,395.45,410.72,385.22,726.07,879.69,727.68,522.4,530.06,886.98,730.85,597.65,454.1,583.0,51.59,48.55,51.91,51.85,62.02,57.41,54.82,40.35,50.76,32.63,0.0,0.0,0.5041,0.7627,1.3279,0.209,0.8095,0.3409,0.3422,0.2573,0.8977,1.2286,100
0.0,-248.65217391304347,123.71428571428572,-1005.7894736842104,0.0,487.3,446.93,385.22,489.9,278.14,384.33,396.7,558.91,429.1,335.15,732.02,852.43,583.0,483.6,457.08,665.97,783.23,789.95,502.95,876.64,57.99,47.06,53.09,54.16,49.77,49.19,52.87,55.23,48.59,32.63,1.0,0.0,0.124,0.8327,1.2286,0.5384,0.899,1.081,0.9065,0.928,0.3392,1.2169,100
301.47222222222223,-1107.8695652173913,-180.69565217391303,115.6328125,451.625,461.16,459.23,458.65,505.64,251.09,497.03,384.91,519.76,477.06,200.17,667.9,603.85,609.26,478.03,435.65,754.04,781.74,474.95,484.41,449.22,48.8,48.12,52.34,43.84,45.64,49.26,47.85,42.61,50.07,54.09,0.0,0.0,0.6737,1.0993,0.6712,0.1244,0.465,0.3157,0.5082,0.6562,0.5485,1.1621,200
0.0,-459.625,-941.4,-321.7156862745098,755.9591836734694,487.3,472.78,408.34,505.64,340.25,425.37,402.23,565.44,410.72,239.92,732.02,855.81,475.57,478.03,412.31,541.96,749.71,514.35,454.1,273.88,57.99,52.52,46.83,43.84,51.66,48.46,50.26,57.55,50.76,45.16,0.0,0.0,0.124,0.5369,0.81,0.1244,1.0497,1.0403,0.3733,0.0734,0.8977,0.6237,100
-511.0,-2122.5333333333333,-420.9836065573771,-1418.7857142857142,-430.375,457.47,517.72,558.91,340.25,282.57,541.26,344.15,492.81,564.03,214.22,729.15,766.1,789.95,412.31,581.82,672.31,888.88,509.13,564.35,560.41,52.89,57.03,55.23,53.29,54.19,50.38,42.39,40.79,55.49,53.65,0.0,1.0,0.8596,0.293,0.928,1.0497,1.4034,1.0528,1.0243,0.0833,0.496,1.1193,100
-662.2258064516129,573.8888888888889,-42.24444444444445,2354.690476190476,126.38636363636364,537.38,489.38,508.1,612.05,286.8,395.45,517.72,558.91,501.32,278.14,668.38,626.21,650.2,576.31,446.05,597.65,766.1,789.95,532.97,457.08,46.76,50.89,49.28,56.6,52.86,51.24,57.03,55.23,44.14,49.77,0.0,0.0,0.3488,0.666,0.0613,0.3441,1.5989,0.2573,0.293,0.928,0.5861,0.899,200
0.0,1498.7222222222222,-389.1014492753623,0.0,-830.1904761904761,503.1,384.91,516.89,459.23,278.14,472.78,651.16,519.76,521.73,209.71,465.82,781.74,645.05,603.85,457.08,855.81,660.02,474.95,527.27,487.52,43.88,47.85,50.88,40.26,49.77,54.7,48.17,42.61,49.52,44.28,0.0,0.0,1.2789,0.5082,0.7271,1.0993,0.899,0.5369,0.5989,0.6562,0.0862,1.2612,200
-1245.05,704.015625,-481.1428571428572,103.70588235294116,-1063.7096774193549,395.45,479.37,516.89,505.64,171.68,430.68,393.16,487.12,489.9,303.56,597.65,730.85,645.05,478.03,368.84,652.28,909.86,727.68,483.6,530.06,51.24,54.82,50.88,43.84,47.71,51.57,43.14,51.91,54.16,62.02,0.0,0.0,0.2573,0.3422,0.7271,0.1244,1.6476,0.6772,0.567,1.3279,0.5384,0.8095,100
0.0,-73.5,-1486.428571428571,-93.80622837370242,-473.06451612903226,394.25,344.15,558.91,478.68,282.57,541.26,459.78,482.45,505.64,450.75,433.0,888.88,789.95,519.75,581.82,672.31,695.98,463.45,478.03,490.01,40.55,42.39,55.23,48.59,54.19,50.38,46.34,44.27,43.84,53.28,0.0,0.0,0.8828,1.0243,0.928,0.2799,1.4034,1.0528,0.6875,1.0831,0.1244,1.0387,100
0.0,-551.8,-1549.909090909091,-2153.5081967213114,-139.45714285714286,523.97,359.16,453.44,398.09,242.87,558.91,431.2,460.0,564.03,220.24,726.07,953.59,757.14,437.16,501.28,789.95,824.99,586.55,564.35,377.48,51.59,51.05,48.19,46.27,51.98,51.9,58.1,53.9,55.49,51.34,0.0,0.0,0.5041,1.4015,0.2073,1.7157,1.3264,0.928,0.6905,0.7818,0.496,0.9627,200
388.3695652173913,0.0,1713.8,-942.6153846153846,-637.0217391304348,552.22,396.7,479.37,505.64,340.25,430.68,477.52,519.76,468.03,220.24,762.73,783.23,730.85,478.03,412.31,652.28,769.69,474.95,480.09,377.48,53.63,52.87,51.64,43.84,51.66,51.57,24.32,42.61,44.37,51.34,0.0,0.0,0.7372,0.9065,0.3422,0.1244,1.0497,0.6772,0.2269,0.6562,0.8545,0.9627,200
-406.08,0.0,-103.3,-191.34722222222223,-1063.7096774193549,477.52,415.74,558.91,505.64,303.56,537.38,502.65,466.62,429.1,171.68,769.69,865.61,789.95,478.03,530.06,668.38,855.84,516.28,502.95,368.84,38.71,51.46,55.23,43.84,62.02,46.76,56.48,51.08,48.59,47.71,0.0,0.0,0.2269,5.5202,0.928,0.1244,0.8095,0.3488,0.1449,0.7717,0.3392,1.6476,200
-439.77777777777777,-1345.0,619.35,860.7368421052631,-182.1578947368421,446.93,427.98,472.56,526.39,239.92,541.26,406.31,519.76,505.64,200.48,852.43,850.87,476.64,524.93,273.88,672.31,641.04,474.95,478.03,440.22,46.67,50.1,45.75,55.1,45.16,50.38,58.7,42.61,43.84,49.01,0.0,0.0,0.8327,0.6571,0.8053,0.3548,0.6237,1.0528,0.882,0.6562,0.1244,0.9728,100
-538.2941176470588,-680.8571428571429,0.0,-2068.755319148936,238.28571428571428,469.56,431.2,280.7,526.39,220.24,420.11,367.57,373.88,612.05,171.68,775.45,824.99,425.38,524.93,377.48,602.02,879.69,444.15,576.31,368.84,53.32,58.1,53.85,55.1,51.34,46.85,48.55,50.0,56.6,47.71,0.0,0.0,1.1045,0.6905,0.8327,0.3548,0.9627,0.9363,0.7627,0.9365,0.3441,1.6476,100
0.0,-2113.6363636363635,-1050.516129032258,121.55913978494624,929.6533333333332,350.66,431.2,458.65,340.25,450.75,503.1,463.23,516.89,505.64,243.59,731.78,824.99,609.26,412.31,490.01,465.82,847.45,645.05,478.03,387.34,47.24,58.1,52.34,53.29,53.28,43.88,40.79,50.88,43.84,48.9,1.0,0.0,1.0588,0.6905,0.6712,1.0497,1.0387,1.2789,0.2196,0.7271,0.1244,0.959,200
-1414.2857142857142,-288.8,-643.1764705882352,-93.80622837370242,1467.4615384615386,446.93,393.16,558.91,478.68,200.17,410.39,489.38,487.8,505.64,450.75,852.43,909.86,789.95,519.75,449.22,699.28,626.21,664.78,478.03,490.01,46.67,43.14,55.23,48.59,54.09,45.8,50.89,47.99,43.84,53.28,0.0,0.0,0.8327,0.567,0.928,0.2799,1.1621,1.2948,0.666,1.5233,0.1244,1.0387,200
474.0,673.8,0.0,2372.878048780488,166.69230769230768,552.22,459.23,303.56,612.05,200.17,419.31,479.37,429.1,340.25,373.88,762.73,603.85,530.06,576.31,449.22,562.82,730.85,502.95,412.31,444.15,53.63,48.12,53.62,56.6,54.09,52.94,54.82,44.31,53.29,53.44,1.0,0.0,0.7372,1.0993,0.8095,0.3441,1.1621,0.7834,0.3422,0.3392,1.0497,0.9365,200
204.03846153846155,-472.0740740740741,296.0,-944.5176470588236,-58.23893805309734,481.22,479.37,516.89,478.68,239.92,552.22,502.65,489.64,556.41,222.21,677.45,730.85,645.05,519.75,273.88,762.73,855.84,798.81,592.42,493.17,51.42,54.82,50.88,48.59,45.16,53.63,56.48,54.9,51.48,47.99,0.0,2.0,0.5722,0.3422,0.7271,0.2799,0.6237,0.7372,0.1449,0.6922,0.1372,1.9354,200
0.0,-530.375,374.3,178.36,434.88,419.31,455.78,466.62,521.73,398.09,537.38,384.91,519.76,489.9,220.24,562.82,684.53,516.28,527.27,437.16,668.38,781.74,474.95,483.6,377.48,52.94,49.0,51.08,49.52,42.97,46.76,47.85,42.61,54.16,51.34,0.0,0.0,0.7834,1.1899,0.7717,0.0862,1.7157,0.3488,0.5082,0.6562,0.5384,0.9627,100
-1305.4545454545455,0.0,0.0,0.0,107.26530612244898,516.89,344.15,552.22,577.24,214.18,380.65,379.02,394.25,505.64,239.92,645.05,888.88,762.73,435.68,376.37,617.64,669.5,433.0,478.03,273.88,52.68,42.39,44.31,40.26,56.97,57.85,42.05,43.94,43.84,45.16,0.0,1.0,0.7271,1.0243,0.7372,0.7392,1.2132,0.9926,0.9871,0.8828,0.1244,0.6237,100
474.0,-425.13461538461536,2013.4,260.7142857142857,1295.171875,419.31,479.37,482.45,460.0,200.48,552.22,459.78,522.32,521.73,450.75,562.82,730.85,463.45,586.55,440.22,762.73,695.98,599.09,527.27,490.01,52.94,54.82,44.27,59.47,49.01,53.63,46.34,53.32,49.52,53.28,0.0,0.0,0.7834,0.3422,1.0831,0.7818,0.9728,0.7372,0.6875,0.05,0.0862,1.0387,100
0.0,441.7741935483871,671.5,-963.6491228070176,234.77551020408163,564.03,427.98,466.62,556.41,222.21,487.3,489.38,428.86,505.64,188.42,564.35,850.87,516.28,592.42,493.17,732.02,626.21,795.69,478.03,562.57,40.55,50.1,51.08,51.48,47.99,57.99,50.89,46.23,43.84,48.6,1.0,0.0,0.496,0.6571,0.7717,0.1372,1.9354,0.124,0.666,0.6172,0.1244,1.6377,100
0.0,105.16666666666669,0.0,72.98058252427184,-754.8305084745763,491.31,349.06,431.2,410.72,214.18,489.64,459.23,452.37,478.68,450.75,572.96,726.17,824.99,454.1,376.37,798.81,603.85,522.99,519.75,490.01,58.91,44.1,44.31,50.76,56.97,55.59,48.12,57.42,48.59,53.28,0.0,0.0,0.7336,0.9655,0.6905,0.8977,1.2132,0.6922,1.0993,1.3515,0.2799,1.0387,200
0.0,138.1904761904762,-323.9,717.7872340425532,212.8118811881188,487.8,459.78,492.81,501.32,278.14,520.69,396.17,459.23,526.39,220.24,664.78,695.98,509.13,532.97,457.08,518.69,859.75,603.85,524.93,377.48,42.48,46.34,40.79,44.14,49.77,53.06,45.9,40.48,55.1,51.34,0.0,0.0,1.5233,0.6875,0.0833,0.5861,0.899,0.7803,0.5652,1.0993,0.3548,0.9627,200
-230.45833333333331,284.2360248447205,0.0,196.94897959183675,-961.2,523.97,427.98,335.15,564.03,278.14,537.38,396.17,466.62,612.05,457.47,726.07,850.87,876.64,564.35,457.08,668.38,859.75,516.28,576.31,729.15,51.59,50.1,44.31,55.49,49.77,46.76,45.9,51.08,56.6,47.06,0.0,0.0,0.5041,0.6571,1.2169,0.496,0.899,0.3488,0.5652,0.7717,0.3441,0.8596,100
1201.4117647058824,-656.4444444444445,1242.857142857143,-2338.6444444444446,-236.6086956521739,489.64,379.02,508.1,612.05,222.21,420.11,417.87,372.79,505.64,214.18,798.81,669.5,650.2,576.31,493.17,602.02,852.11,533.88,478.03,376.37,55.59,42.05,49.28,56.6,47.99,46.85,49.11,50.68,43.84,56.97,0.0,0.0,0.6922,0.9871,0.0613,0.3441,1.9354,0.9363,0.3544,1.3551,0.1244,1.2132,200
0.0,-203.79310344827587,-226.5,-763.2162162162163,739.3611111111111,359.16,384.91,558.91,564.03,214.22,461.16,344.15,522.32,490.74,222.21,953.59,781.74,789.95,564.35,560.41,667.9,888.88,599.09,522.4,493.17,43.48,47.85,55.23,55.49,53.65,48.8,42.39,53.32,51.85,47.99,1.0,0.0,1.4015,0.5082,0.928,0.496,1.1193,0.6737,1.0243,0.05,0.209,1.9354,100
482.1025641025641,1273.3076923076924,539.28,-944.5176470588236,-488.6216216216216,497.03,459.23,479.53,556.41,282.57,516.89,446.93,460.0,478.68,278.14,754.04,603.85,585.06,592.42,581.82,645.05,852.43,586.55,519.75,457.08,49.26,48.12,53.08,51.48,54.19,52.68,47.06,53.9,48.59,49.77,0.0,0.0,0.3157,1.0993,0.2324,0.1372,1.4034,0.7271,0.8327,0.7818,0.2799,0.899,100
-320.75,898.4,-507.63461538461536,-191.34722222222223,755.9591836734694,384.33,349.06,511.59,429.1,340.25,396.7,472.78,519.76,505.64,239.92,665.97,726.17,523.9,502.95,412.31,783.23,855.81,474.95,478.03,273.88,49.19,44.1,48.7,48.59,51.66,48.87,52.52,42.61,43.84,45.16,0.0,1.0,1.081,0.9655,0.4683,0.3392,1.0497,0.9065,0.5369,0.6562,0.1244,0.6237,100
