Top_counterScore,Jug_counterScore,Mid_counterScore,Bot_counterScore,Uti_counterScore,diff_TeamAttackScore,diff_TeamDefenseScore,diff_TeamWinRate,diff_TeamComboCount,diff_TeamControlScore,diff_TeamGoldAbility,Team1_AttackDefenseBalanceScore,Team2_AttackDefenseBalanceScore,TeamVictory
-569.7692307692307,-8.5,-1597.3157894736842,-1921.459090909091,1425.7142857142858,-26.72800000000001,-85.524,-2.4739999999999966,-1.0,-0.42042,-7.733099999999979,-170.62,-229.416,100
-662.2258064516129,-1107.8695652173913,0.0,-58.44,-139.45714285714286,10.101999999999975,0.6220000000000709,-0.0859999999999985,0.0,-0.12484,15.637720000000058,-168.97600000000006,-178.45599999999996,200
-714.3157894736842,-423.875,-472.2413793103448,-1921.459090909091,-464.0,0.5339999999999918,35.23799999999994,0.1379999999999981,0.0,-0.20374,-19.399419999999964,-202.664,-167.96000000000004,200
-455.45454545454544,-472.0740740740741,608.9324324324324,-2338.6444444444446,410.3,-31.714,-62.08600000000001,-5.3160000000000025,-1.0,-0.0823999999999999,-19.053639999999973,-153.022,-183.394,200
640.6842105263158,-1075.0,-420.9836065573771,-597.0528301886792,-301.2,-26.139999999999983,71.98800000000006,-3.2580000000000027,1.0,0.3454,-12.186159999999973,-263.154,-165.02599999999995,200
-913.695652173913,-632.8285714285714,-110.86666666666666,689.2173913043479,390.3043478260869,9.964,71.24400000000003,2.618000000000002,0.0,0.60294,-1.1657599999999777,-177.13,-115.84999999999997,100
0.0,-245.439393939394,0.0,804.5714285714286,-372.6,-9.40799999999996,-30.158000000000012,-5.418000000000006,0.0,-0.37332,-18.80686000000003,-163.64199999999994,-184.392,200
616.7058823529412,-1030.6521739130435,-512.8125,328.1818181818182,-548.038961038961,-19.60999999999996,32.91399999999999,-2.073999999999998,0.0,0.0861999999999999,-8.895019999999988,-243.156,-190.6320000000001,200
-1013.68,300.1764705882353,526.7142857142857,86.47804878048781,-132.54901960784315,13.988,-15.794000000000096,-2.039999999999999,0.0,0.0350199999999999,-2.699799999999982,-157.89999999999992,-187.682,200
-402.44444444444446,-1518.7674418604652,-993.5833333333334,-763.2162162162163,-548.038961038961,40.363999999999976,-15.127999999999927,6.452000000000005,0.0,0.1002999999999999,12.78212000000002,-163.69200000000006,-219.184,100
0.0,-223.0,576.5384615384615,-597.0528301886792,0.0,18.56599999999997,25.21000000000004,-3.2779999999999987,0.0,0.0796399999999999,9.09505999999999,-143.51799999999997,-136.8739999999999,100
0.0,-248.65217391304347,0.0,72.98058252427184,-625.551724137931,29.055999999999983,-54.95400000000007,1.4699999999999989,0.0,-0.32596,9.700559999999996,-153.296,-237.30600000000004,100
