,champion1,id1,champion2,id2,combo
2119,Sion,14,Janna,40,0
2120,Sion,14,Gangplank,41,0
2121,Sion,14,Corki,42,0
2122,Sion,14,Karma,43,0
2123,Sion,14,Taric,44,0
2124,Sion,14,Veigar,45,0
2125,Sion,14,Trundle,48,0
2126,Sion,14,Swain,50,0
2127,Sion,14,Caitlyn,51,0
2128,Sion,14,Blitzcrank,53,0
2129,Sion,14,Malphite,54,0
2130,Sion,14,Katarina,55,0
2131,Sion,14,Nocturne,56,0
2132,Sion,14,Maokai,57,0
2133,Sion,14,Renekton,58,0
2134,Sion,14,Jarvan IV,59,0
2135,Sion,14,Elise,60,0
2136,Sion,14,Orianna,61,0
2137,Sion,14,Wukong,62,0
2138,Sion,14,Brand,63,0
2139,Sion,14,Lee Sin,64,0
2140,Sion,14,Vayne,67,0
2141,Sion,14,Rumble,68,0
2142,Sion,14,Cassiopeia,69,0
2143,Sion,14,Skarner,72,0
2144,Sion,14,Heimerdinger,74,0
2145,Sion,14,Nasus,75,0
2146,Sion,14,Nidalee,76,0
2147,Sion,14,Udyr,77,0
2148,Sion,14,Poppy,78,0
2149,Sion,14,Gragas,79,0
2150,Sion,14,Pantheon,80,0
2151,Sion,14,Ezreal,81,0
2152,Sion,14,Mordekaiser,82,0
2153,Sion,14,Yorick,83,0
2154,Sion,14,Akali,84,0
2155,Sion,14,Kennen,85,0
2156,Sion,14,Garen,86,0
2157,Sion,14,Leona,89,0
2158,Sion,14,Malzahar,90,0
2159,Sion,14,Talon,91,0
2160,Sion,14,Riven,92,0
2161,Sion,14,Kog'Maw,96,0
2162,Sion,14,Shen,98,0
2163,Sion,14,Lux,99,0
2164,Sion,14,Xerath,101,0
2165,Sion,14,Shyvana,102,0
2166,Sion,14,Ahri,103,0
2167,Sion,14,Graves,104,0
2168,Sion,14,Fizz,105,0
2169,Sion,14,Volibear,106,0
2170,Sion,14,Rengar,107,0
2171,Sion,14,Varus,110,0
2172,Sion,14,Nautilus,111,0
2173,Sion,14,Viktor,112,0
2174,Sion,14,Sejuani,113,0
2175,Sion,14,Fiora,114,0
2176,Sion,14,Ziggs,115,0
2177,Sion,14,Lulu,117,0
2178,Sion,14,Draven,119,0
2179,Sion,14,Hecarim,120,0
2180,Sion,14,Kha'Zix,121,0
2181,Sion,14,Darius,122,0
2182,Sion,14,Jayce,126,0
2183,Sion,14,Lissandra,127,0
2184,Sion,14,Diana,131,0
2185,Sion,14,Quinn,133,0
2186,Sion,14,Syndra,134,0
2187,Sion,14,Aurelion Sol,136,0
2188,Sion,14,Kayn,141,0
2189,Sion,14,Zoe,142,0
2190,Sion,14,Zyra,143,0
2191,Sion,14,Kai'Sa,145,0
2192,Sion,14,Seraphine,147,0
2193,Sion,14,Gnar,150,0
2194,Sion,14,Zac,154,0
2195,Sion,14,Yasuo,157,0
2196,Sion,14,Vel'Koz,161,0
2197,Sion,14,Taliyah,163,0
2198,Sion,14,Camille,164,0
2199,Sion,14,Akshan,166,0
2200,Sion,14,Bel'Veth,200,0
2201,Sion,14,Braum,201,0
2202,Sion,14,Jhin,202,0
2203,Sion,14,Kindred,203,0
2204,Sion,14,Zeri,221,0
2205,Sion,14,Jinx,222,0
2206,Sion,14,Tahm Kench,223,0
2207,Sion,14,Viego,234,0
2208,Sion,14,Senna,235,0
2209,Sion,14,Lucian,236,0
2210,Sion,14,Zed,238,0
2211,Sion,14,Kled,240,0
2212,Sion,14,Ekko,245,0
2213,Sion,14,Qiyana,246,0
2214,Sion,14,Vi,254,0
2215,Sion,14,Aatrox,266,0
2216,Sion,14,Nami,267,0
2217,Sion,14,Azir,268,0
2218,Sion,14,Yuumi,350,0
2219,Sion,14,Samira,360,0
2220,Sion,14,Thresh,412,0
2221,Sion,14,Illaoi,420,0
2222,Sion,14,Rek'Sai,421,0
2223,Sion,14,Ivern,427,0
2224,Sion,14,Kalista,429,0
2225,Sion,14,Bard,432,0
2226,Sion,14,Rakan,497,0
2227,Sion,14,Xayah,498,0
2228,Sion,14,Ornn,516,0
2229,Sion,14,Sylas,517,0
2230,Sion,14,Neeko,518,0
2231,Sion,14,Aphelios,523,0
2232,Sion,14,Rell,526,0
2233,Sion,14,Pyke,555,0
2234,Sion,14,Vex,711,0
2235,Sion,14,Yone,777,0
2236,Sion,14,Sett,875,0
2237,Sion,14,Lillia,876,0
2238,Sion,14,Gwen,887,0
2239,Sion,14,Renata Glasc,888,0
2255,Sivir,15,Soraka,16,0
2256,Sivir,15,Teemo,17,0
2257,Sivir,15,Tristana,18,0
2258,Sivir,15,Warwick,19,0
2259,Sivir,15,Nunu & Willump,20,0
2260,Sivir,15,Miss Fortune,21,0
2261,Sivir,15,Ashe,22,0
2262,Sivir,15,Tryndamere,23,0
2263,Sivir,15,Jax,24,0
2264,Sivir,15,Morgana,25,0
2265,Sivir,15,Zilean,26,0
2266,Sivir,15,Singed,27,0
2267,Sivir,15,Evelynn,28,0
2268,Sivir,15,Twitch,29,0
2269,Sivir,15,Karthus,30,0
2270,Sivir,15,Cho'Gath,31,0
2271,Sivir,15,Amumu,32,0
2272,Sivir,15,Rammus,33,0
2273,Sivir,15,Anivia,34,0
2274,Sivir,15,Shaco,35,0
2275,Sivir,15,Dr. Mundo,36,0
2276,Sivir,15,Sona,37,0
2277,Sivir,15,Kassadin,38,0
2278,Sivir,15,Irelia,39,0
2279,Sivir,15,Janna,40,0
2280,Sivir,15,Gangplank,41,0
2281,Sivir,15,Corki,42,0
2282,Sivir,15,Karma,43,0
2283,Sivir,15,Taric,44,0
2284,Sivir,15,Veigar,45,0
2285,Sivir,15,Trundle,48,0
2286,Sivir,15,Swain,50,0
2287,Sivir,15,Caitlyn,51,0
2288,Sivir,15,Blitzcrank,53,0
2289,Sivir,15,Malphite,54,0
2290,Sivir,15,Katarina,55,0
2291,Sivir,15,Nocturne,56,0
2292,Sivir,15,Maokai,57,0
2293,Sivir,15,Renekton,58,0
2294,Sivir,15,Jarvan IV,59,0
2295,Sivir,15,Elise,60,0
2296,Sivir,15,Orianna,61,0
2297,Sivir,15,Wukong,62,0
2298,Sivir,15,Brand,63,0
2299,Sivir,15,Lee Sin,64,0
2300,Sivir,15,Vayne,67,0
2301,Sivir,15,Rumble,68,0
2302,Sivir,15,Cassiopeia,69,0
2303,Sivir,15,Skarner,72,0
2304,Sivir,15,Heimerdinger,74,0
2305,Sivir,15,Nasus,75,0
2306,Sivir,15,Nidalee,76,0
2307,Sivir,15,Udyr,77,0
2308,Sivir,15,Poppy,78,0
2309,Sivir,15,Gragas,79,0
2310,Sivir,15,Pantheon,80,0
2311,Sivir,15,Ezreal,81,0
2312,Sivir,15,Mordekaiser,82,0
2313,Sivir,15,Yorick,83,0
2314,Sivir,15,Akali,84,0
2315,Sivir,15,Kennen,85,0
2316,Sivir,15,Garen,86,0
2317,Sivir,15,Leona,89,0
2318,Sivir,15,Malzahar,90,0
2319,Sivir,15,Talon,91,0
2320,Sivir,15,Riven,92,0
2321,Sivir,15,Kog'Maw,96,0
2322,Sivir,15,Shen,98,0
2323,Sivir,15,Lux,99,0
2324,Sivir,15,Xerath,101,0
2325,Sivir,15,Shyvana,102,0
2326,Sivir,15,Ahri,103,0
2327,Sivir,15,Graves,104,0
2328,Sivir,15,Fizz,105,0
2329,Sivir,15,Volibear,106,0
2330,Sivir,15,Rengar,107,0
2331,Sivir,15,Varus,110,0
2332,Sivir,15,Nautilus,111,0
2333,Sivir,15,Viktor,112,0
2334,Sivir,15,Sejuani,113,0
2335,Sivir,15,Fiora,114,0
2336,Sivir,15,Ziggs,115,0
2337,Sivir,15,Lulu,117,0
2338,Sivir,15,Draven,119,0
2339,Sivir,15,Hecarim,120,0
2340,Sivir,15,Kha'Zix,121,0
2341,Sivir,15,Darius,122,0
2342,Sivir,15,Jayce,126,0
2343,Sivir,15,Lissandra,127,0
2344,Sivir,15,Diana,131,0
2345,Sivir,15,Quinn,133,0
2346,Sivir,15,Syndra,134,0
2347,Sivir,15,Aurelion Sol,136,0
2348,Sivir,15,Kayn,141,0
2349,Sivir,15,Zoe,142,0
2350,Sivir,15,Zyra,143,0
2351,Sivir,15,Kai'Sa,145,0
2352,Sivir,15,Seraphine,147,0
2353,Sivir,15,Gnar,150,0
2354,Sivir,15,Zac,154,0
2355,Sivir,15,Yasuo,157,0
2356,Sivir,15,Vel'Koz,161,0
2357,Sivir,15,Taliyah,163,0
2358,Sivir,15,Camille,164,0
2359,Sivir,15,Akshan,166,0
2360,Sivir,15,Bel'Veth,200,0
2361,Sivir,15,Braum,201,0
2362,Sivir,15,Jhin,202,0
2363,Sivir,15,Kindred,203,0
2364,Sivir,15,Zeri,221,0
2365,Sivir,15,Jinx,222,0
2366,Sivir,15,Tahm Kench,223,0
2367,Sivir,15,Viego,234,0
2368,Sivir,15,Senna,235,0
2369,Sivir,15,Lucian,236,0
2370,Sivir,15,Zed,238,0
2371,Sivir,15,Kled,240,0
2372,Sivir,15,Ekko,245,0
2373,Sivir,15,Qiyana,246,0
2374,Sivir,15,Vi,254,0
2375,Sivir,15,Aatrox,266,0
2376,Sivir,15,Nami,267,0
2377,Sivir,15,Azir,268,0
2378,Sivir,15,Yuumi,350,0
2379,Sivir,15,Samira,360,0
2380,Sivir,15,Thresh,412,0
2381,Sivir,15,Illaoi,420,0
2382,Sivir,15,Rek'Sai,421,0
2383,Sivir,15,Ivern,427,0
2384,Sivir,15,Kalista,429,0
2385,Sivir,15,Bard,432,0
2386,Sivir,15,Rakan,497,0
2387,Sivir,15,Xayah,498,0
2388,Sivir,15,Ornn,516,0
2389,Sivir,15,Sylas,517,0
2390,Sivir,15,Neeko,518,0
2391,Sivir,15,Aphelios,523,0
2392,Sivir,15,Rell,526,0
2393,Sivir,15,Pyke,555,0
2394,Sivir,15,Vex,711,0
2395,Sivir,15,Yone,777,0
2396,Sivir,15,Sett,875,0
2397,Sivir,15,Lillia,876,0
2398,Sivir,15,Gwen,887,0
2399,Sivir,15,Renata Glasc,888,0
2416,Soraka,16,Teemo,17,0
2417,Soraka,16,Tristana,18,0
2418,Soraka,16,Warwick,19,0
2419,Soraka,16,Nunu & Willump,20,0
2420,Soraka,16,Miss Fortune,21,0
2421,Soraka,16,Ashe,22,0
2422,Soraka,16,Tryndamere,23,0
2423,Soraka,16,Jax,24,0
2424,Soraka,16,Morgana,25,0
2425,Soraka,16,Zilean,26,0
2426,Soraka,16,Singed,27,0
2427,Soraka,16,Evelynn,28,0
2428,Soraka,16,Twitch,29,0
2429,Soraka,16,Karthus,30,0
2430,Soraka,16,Cho'Gath,31,0
2431,Soraka,16,Amumu,32,0
2432,Soraka,16,Rammus,33,0
2433,Soraka,16,Anivia,34,0
2434,Soraka,16,Shaco,35,0
2435,Soraka,16,Dr. Mundo,36,0
2436,Soraka,16,Sona,37,0
2437,Soraka,16,Kassadin,38,0
2438,Soraka,16,Irelia,39,0
2439,Soraka,16,Janna,40,0
2440,Soraka,16,Gangplank,41,0
2441,Soraka,16,Corki,42,0
2442,Soraka,16,Karma,43,0
2443,Soraka,16,Taric,44,0
2444,Soraka,16,Veigar,45,0
2445,Soraka,16,Trundle,48,0
2446,Soraka,16,Swain,50,0
2447,Soraka,16,Caitlyn,51,0
2448,Soraka,16,Blitzcrank,53,0
2449,Soraka,16,Malphite,54,0
2450,Soraka,16,Katarina,55,0
2451,Soraka,16,Nocturne,56,0
2452,Soraka,16,Maokai,57,0
2453,Soraka,16,Renekton,58,0
2454,Soraka,16,Jarvan IV,59,0
2455,Soraka,16,Elise,60,0
2456,Soraka,16,Orianna,61,0
2457,Soraka,16,Wukong,62,0
2458,Soraka,16,Brand,63,0
2459,Soraka,16,Lee Sin,64,0
2460,Soraka,16,Vayne,67,0
2461,Soraka,16,Rumble,68,0
2462,Soraka,16,Cassiopeia,69,0
2463,Soraka,16,Skarner,72,0
2464,Soraka,16,Heimerdinger,74,0
2465,Soraka,16,Nasus,75,0
2466,Soraka,16,Nidalee,76,0
2467,Soraka,16,Udyr,77,0
2468,Soraka,16,Poppy,78,0
2469,Soraka,16,Gragas,79,0
2470,Soraka,16,Pantheon,80,0
2471,Soraka,16,Ezreal,81,0
2472,Soraka,16,Mordekaiser,82,0
2473,Soraka,16,Yorick,83,0
2474,Soraka,16,Akali,84,0
2475,Soraka,16,Kennen,85,0
2476,Soraka,16,Garen,86,0
2477,Soraka,16,Leona,89,0
2478,Soraka,16,Malzahar,90,0
2479,Soraka,16,Talon,91,0
2480,Soraka,16,Riven,92,0
2481,Soraka,16,Kog'Maw,96,0
2482,Soraka,16,Shen,98,0
2483,Soraka,16,Lux,99,0
2484,Soraka,16,Xerath,101,0
2485,Soraka,16,Shyvana,102,0
2486,Soraka,16,Ahri,103,0
2487,Soraka,16,Graves,104,0
2488,Soraka,16,Fizz,105,0
2489,Soraka,16,Volibear,106,0
2490,Soraka,16,Rengar,107,0
2491,Soraka,16,Varus,110,0
2492,Soraka,16,Nautilus,111,0
2493,Soraka,16,Viktor,112,0
2494,Soraka,16,Sejuani,113,0
2495,Soraka,16,Fiora,114,0
2496,Soraka,16,Ziggs,115,0
2497,Soraka,16,Lulu,117,0
2498,Soraka,16,Draven,119,0
2499,Soraka,16,Hecarim,120,0
2500,Soraka,16,Kha'Zix,121,0
2501,Soraka,16,Darius,122,0
2502,Soraka,16,Jayce,126,0
2503,Soraka,16,Lissandra,127,0
2504,Soraka,16,Diana,131,0
2505,Soraka,16,Quinn,133,0
2506,Soraka,16,Syndra,134,0
2507,Soraka,16,Aurelion Sol,136,0
2508,Soraka,16,Kayn,141,0
2509,Soraka,16,Zoe,142,0
2510,Soraka,16,Zyra,143,0
2511,Soraka,16,Kai'Sa,145,0
2512,Soraka,16,Seraphine,147,0
2513,Soraka,16,Gnar,150,0
2514,Soraka,16,Zac,154,0
2515,Soraka,16,Yasuo,157,0
2516,Soraka,16,Vel'Koz,161,0
2517,Soraka,16,Taliyah,163,0
2518,Soraka,16,Camille,164,0
2519,Soraka,16,Akshan,166,0
2520,Soraka,16,Bel'Veth,200,0
2521,Soraka,16,Braum,201,0
2522,Soraka,16,Jhin,202,0
2523,Soraka,16,Kindred,203,0
2524,Soraka,16,Zeri,221,0
2525,Soraka,16,Jinx,222,0
2526,Soraka,16,Tahm Kench,223,0
2527,Soraka,16,Viego,234,0
2528,Soraka,16,Senna,235,0
2529,Soraka,16,Lucian,236,0
2530,Soraka,16,Zed,238,0
2531,Soraka,16,Kled,240,0
2532,Soraka,16,Ekko,245,0
2533,Soraka,16,Qiyana,246,0
2534,Soraka,16,Vi,254,0
2535,Soraka,16,Aatrox,266,0
2536,Soraka,16,Nami,267,0
2537,Soraka,16,Azir,268,0
2538,Soraka,16,Yuumi,350,0
2539,Soraka,16,Samira,360,0
2540,Soraka,16,Thresh,412,0
2541,Soraka,16,Illaoi,420,0
2542,Soraka,16,Rek'Sai,421,0
2543,Soraka,16,Ivern,427,0
2544,Soraka,16,Kalista,429,0
2545,Soraka,16,Bard,432,0
2546,Soraka,16,Rakan,497,0
2547,Soraka,16,Xayah,498,0
2548,Soraka,16,Ornn,516,0
2549,Soraka,16,Sylas,517,0
2550,Soraka,16,Neeko,518,0
2551,Soraka,16,Aphelios,523,0
2552,Soraka,16,Rell,526,0
2553,Soraka,16,Pyke,555,0
2554,Soraka,16,Vex,711,0
2555,Soraka,16,Yone,777,0
2556,Soraka,16,Sett,875,0
2557,Soraka,16,Lillia,876,0
2558,Soraka,16,Gwen,887,0
2559,Soraka,16,Renata Glasc,888,0
2577,Teemo,17,Tristana,18,0
2578,Teemo,17,Warwick,19,0
2579,Teemo,17,Nunu & Willump,20,0
2580,Teemo,17,Miss Fortune,21,0
2581,Teemo,17,Ashe,22,0
2582,Teemo,17,Tryndamere,23,0
2583,Teemo,17,Jax,24,0
2584,Teemo,17,Morgana,25,0
2585,Teemo,17,Zilean,26,0
2586,Teemo,17,Singed,27,0
2587,Teemo,17,Evelynn,28,0
2588,Teemo,17,Twitch,29,0
2589,Teemo,17,Karthus,30,0
2590,Teemo,17,Cho'Gath,31,0
2591,Teemo,17,Amumu,32,0
2592,Teemo,17,Rammus,33,0
2593,Teemo,17,Anivia,34,0
2594,Teemo,17,Shaco,35,0
2595,Teemo,17,Dr. Mundo,36,0
2596,Teemo,17,Sona,37,0
2597,Teemo,17,Kassadin,38,0
2598,Teemo,17,Irelia,39,0
2599,Teemo,17,Janna,40,0
2600,Teemo,17,Gangplank,41,0
2601,Teemo,17,Corki,42,0
2602,Teemo,17,Karma,43,0
2603,Teemo,17,Taric,44,0
2604,Teemo,17,Veigar,45,0
2605,Teemo,17,Trundle,48,0
2606,Teemo,17,Swain,50,0
2607,Teemo,17,Caitlyn,51,0
2608,Teemo,17,Blitzcrank,53,0
2609,Teemo,17,Malphite,54,0
2610,Teemo,17,Katarina,55,0
2611,Teemo,17,Nocturne,56,0
2612,Teemo,17,Maokai,57,0
2613,Teemo,17,Renekton,58,0
2614,Teemo,17,Jarvan IV,59,0
2615,Teemo,17,Elise,60,0
2616,Teemo,17,Orianna,61,0
2617,Teemo,17,Wukong,62,0
2618,Teemo,17,Brand,63,0
2619,Teemo,17,Lee Sin,64,0
2620,Teemo,17,Vayne,67,0
2621,Teemo,17,Rumble,68,0
2622,Teemo,17,Cassiopeia,69,0
2623,Teemo,17,Skarner,72,0
2624,Teemo,17,Heimerdinger,74,0
2625,Teemo,17,Nasus,75,0
2626,Teemo,17,Nidalee,76,0
2627,Teemo,17,Udyr,77,0
2628,Teemo,17,Poppy,78,0
2629,Teemo,17,Gragas,79,0
2630,Teemo,17,Pantheon,80,0
2631,Teemo,17,Ezreal,81,0
2632,Teemo,17,Mordekaiser,82,0
2633,Teemo,17,Yorick,83,0
2634,Teemo,17,Akali,84,0
2635,Teemo,17,Kennen,85,0
2636,Teemo,17,Garen,86,0
2637,Teemo,17,Leona,89,0
2638,Teemo,17,Malzahar,90,0
2639,Teemo,17,Talon,91,0
2640,Teemo,17,Riven,92,0
2641,Teemo,17,Kog'Maw,96,0
2642,Teemo,17,Shen,98,0
2643,Teemo,17,Lux,99,0
2644,Teemo,17,Xerath,101,0
2645,Teemo,17,Shyvana,102,0
2646,Teemo,17,Ahri,103,0
2647,Teemo,17,Graves,104,0
2648,Teemo,17,Fizz,105,0
2649,Teemo,17,Volibear,106,0
2650,Teemo,17,Rengar,107,0
2651,Teemo,17,Varus,110,0
2652,Teemo,17,Nautilus,111,0
2653,Teemo,17,Viktor,112,0
2654,Teemo,17,Sejuani,113,0
2655,Teemo,17,Fiora,114,0
2656,Teemo,17,Ziggs,115,0
2657,Teemo,17,Lulu,117,0
2658,Teemo,17,Draven,119,0
2659,Teemo,17,Hecarim,120,0
2660,Teemo,17,Kha'Zix,121,0
2661,Teemo,17,Darius,122,0
2662,Teemo,17,Jayce,126,0
2663,Teemo,17,Lissandra,127,0
2664,Teemo,17,Diana,131,0
2665,Teemo,17,Quinn,133,0
2666,Teemo,17,Syndra,134,0
2667,Teemo,17,Aurelion Sol,136,0
2668,Teemo,17,Kayn,141,0
2669,Teemo,17,Zoe,142,0
2670,Teemo,17,Zyra,143,0
2671,Teemo,17,Kai'Sa,145,0
2672,Teemo,17,Seraphine,147,0
2673,Teemo,17,Gnar,150,0
2674,Teemo,17,Zac,154,0
2675,Teemo,17,Yasuo,157,0
2676,Teemo,17,Vel'Koz,161,0
2677,Teemo,17,Taliyah,163,0
2678,Teemo,17,Camille,164,0
2679,Teemo,17,Akshan,166,0
2680,Teemo,17,Bel'Veth,200,0
2681,Teemo,17,Braum,201,0
2682,Teemo,17,Jhin,202,0
2683,Teemo,17,Kindred,203,0
2684,Teemo,17,Zeri,221,0
2685,Teemo,17,Jinx,222,0
2686,Teemo,17,Tahm Kench,223,0
2687,Teemo,17,Viego,234,0
2688,Teemo,17,Senna,235,0
2689,Teemo,17,Lucian,236,0
2690,Teemo,17,Zed,238,0
2691,Teemo,17,Kled,240,0
2692,Teemo,17,Ekko,245,0
2693,Teemo,17,Qiyana,246,0
2694,Teemo,17,Vi,254,0
2695,Teemo,17,Aatrox,266,0
2696,Teemo,17,Nami,267,0
2697,Teemo,17,Azir,268,0
2698,Teemo,17,Yuumi,350,0
2699,Teemo,17,Samira,360,0
2700,Teemo,17,Thresh,412,0
2701,Teemo,17,Illaoi,420,0
2702,Teemo,17,Rek'Sai,421,0
2703,Teemo,17,Ivern,427,0
2704,Teemo,17,Kalista,429,0
2705,Teemo,17,Bard,432,0
2706,Teemo,17,Rakan,497,0
2707,Teemo,17,Xayah,498,0
2708,Teemo,17,Ornn,516,0
2709,Teemo,17,Sylas,517,0
2710,Teemo,17,Neeko,518,0
2711,Teemo,17,Aphelios,523,0
2712,Teemo,17,Rell,526,0
2713,Teemo,17,Pyke,555,0
2714,Teemo,17,Vex,711,0
2715,Teemo,17,Yone,777,0
2716,Teemo,17,Sett,875,0
2717,Teemo,17,Lillia,876,0
2718,Teemo,17,Gwen,887,0
2719,Teemo,17,Renata Glasc,888,0
2738,Tristana,18,Warwick,19,0
2739,Tristana,18,Nunu & Willump,20,0
2740,Tristana,18,Miss Fortune,21,0
2741,Tristana,18,Ashe,22,0
2742,Tristana,18,Tryndamere,23,0
2743,Tristana,18,Jax,24,0
2744,Tristana,18,Morgana,25,0
2745,Tristana,18,Zilean,26,0
2746,Tristana,18,Singed,27,0
2747,Tristana,18,Evelynn,28,0
2748,Tristana,18,Twitch,29,0
2749,Tristana,18,Karthus,30,0
2750,Tristana,18,Cho'Gath,31,0
2751,Tristana,18,Amumu,32,0
2752,Tristana,18,Rammus,33,0
2753,Tristana,18,Anivia,34,0
2754,Tristana,18,Shaco,35,0
2755,Tristana,18,Dr. Mundo,36,0
2756,Tristana,18,Sona,37,0
2757,Tristana,18,Kassadin,38,0
2758,Tristana,18,Irelia,39,0
2759,Tristana,18,Janna,40,0
2760,Tristana,18,Gangplank,41,0
2761,Tristana,18,Corki,42,0
2762,Tristana,18,Karma,43,0
2763,Tristana,18,Taric,44,0
2764,Tristana,18,Veigar,45,0
2765,Tristana,18,Trundle,48,0
2766,Tristana,18,Swain,50,0
2767,Tristana,18,Caitlyn,51,0
2768,Tristana,18,Blitzcrank,53,0
2769,Tristana,18,Malphite,54,0
2770,Tristana,18,Katarina,55,0
2771,Tristana,18,Nocturne,56,0
2772,Tristana,18,Maokai,57,0
2773,Tristana,18,Renekton,58,0
2774,Tristana,18,Jarvan IV,59,0
2775,Tristana,18,Elise,60,0
2776,Tristana,18,Orianna,61,0
2777,Tristana,18,Wukong,62,0
2778,Tristana,18,Brand,63,0
2779,Tristana,18,Lee Sin,64,0
2780,Tristana,18,Vayne,67,0
2781,Tristana,18,Rumble,68,0
2782,Tristana,18,Cassiopeia,69,0
2783,Tristana,18,Skarner,72,0
2784,Tristana,18,Heimerdinger,74,0
2785,Tristana,18,Nasus,75,0
2786,Tristana,18,Nidalee,76,0
2787,Tristana,18,Udyr,77,0
2788,Tristana,18,Poppy,78,0
2789,Tristana,18,Gragas,79,0
2790,Tristana,18,Pantheon,80,0
2791,Tristana,18,Ezreal,81,0
2792,Tristana,18,Mordekaiser,82,0
2793,Tristana,18,Yorick,83,0
2794,Tristana,18,Akali,84,0
2795,Tristana,18,Kennen,85,0
2796,Tristana,18,Garen,86,0
2797,Tristana,18,Leona,89,0
2798,Tristana,18,Malzahar,90,0
2799,Tristana,18,Talon,91,0
2800,Tristana,18,Riven,92,0
2801,Tristana,18,Kog'Maw,96,0
2802,Tristana,18,Shen,98,0
2803,Tristana,18,Lux,99,0
2804,Tristana,18,Xerath,101,0
2805,Tristana,18,Shyvana,102,0
2806,Tristana,18,Ahri,103,0
2807,Tristana,18,Graves,104,0
2808,Tristana,18,Fizz,105,0
2809,Tristana,18,Volibear,106,0
2810,Tristana,18,Rengar,107,0
2811,Tristana,18,Varus,110,0
2812,Tristana,18,Nautilus,111,0
2813,Tristana,18,Viktor,112,0
2814,Tristana,18,Sejuani,113,0
2815,Tristana,18,Fiora,114,0
2816,Tristana,18,Ziggs,115,0
2817,Tristana,18,Lulu,117,0
2818,Tristana,18,Draven,119,0
2819,Tristana,18,Hecarim,120,0
2820,Tristana,18,Kha'Zix,121,0
2821,Tristana,18,Darius,122,0
2822,Tristana,18,Jayce,126,0
2823,Tristana,18,Lissandra,127,0
2824,Tristana,18,Diana,131,0
2825,Tristana,18,Quinn,133,0
2826,Tristana,18,Syndra,134,0
2827,Tristana,18,Aurelion Sol,136,0
2828,Tristana,18,Kayn,141,0
2829,Tristana,18,Zoe,142,0
2830,Tristana,18,Zyra,143,0
2831,Tristana,18,Kai'Sa,145,0
2832,Tristana,18,Seraphine,147,0
2833,Tristana,18,Gnar,150,0
2834,Tristana,18,Zac,154,0
2835,Tristana,18,Yasuo,157,0
2836,Tristana,18,Vel'Koz,161,0
2837,Tristana,18,Taliyah,163,0
2838,Tristana,18,Camille,164,0
2839,Tristana,18,Akshan,166,0
2840,Tristana,18,Bel'Veth,200,0
2841,Tristana,18,Braum,201,0
2842,Tristana,18,Jhin,202,0
2843,Tristana,18,Kindred,203,0
2844,Tristana,18,Zeri,221,0
2845,Tristana,18,Jinx,222,0
2846,Tristana,18,Tahm Kench,223,0
2847,Tristana,18,Viego,234,0
2848,Tristana,18,Senna,235,0
2849,Tristana,18,Lucian,236,0
2850,Tristana,18,Zed,238,0
2851,Tristana,18,Kled,240,0
2852,Tristana,18,Ekko,245,0
2853,Tristana,18,Qiyana,246,0
2854,Tristana,18,Vi,254,0
2855,Tristana,18,Aatrox,266,0
2856,Tristana,18,Nami,267,0
2857,Tristana,18,Azir,268,0
2858,Tristana,18,Yuumi,350,0
2859,Tristana,18,Samira,360,0
2860,Tristana,18,Thresh,412,0
2861,Tristana,18,Illaoi,420,0
2862,Tristana,18,Rek'Sai,421,0
2863,Tristana,18,Ivern,427,0
2864,Tristana,18,Kalista,429,0
2865,Tristana,18,Bard,432,0
2866,Tristana,18,Rakan,497,0
2867,Tristana,18,Xayah,498,0
2868,Tristana,18,Ornn,516,0
2869,Tristana,18,Sylas,517,0
2870,Tristana,18,Neeko,518,0
2871,Tristana,18,Aphelios,523,0
2872,Tristana,18,Rell,526,0
2873,Tristana,18,Pyke,555,0
2874,Tristana,18,Vex,711,0
2875,Tristana,18,Yone,777,0
2876,Tristana,18,Sett,875,0
2877,Tristana,18,Lillia,876,0
2878,Tristana,18,Gwen,887,0
2879,Tristana,18,Renata Glasc,888,0
2899,Warwick,19,Nunu & Willump,20,0
2900,Warwick,19,Miss Fortune,21,0
2901,Warwick,19,Ashe,22,0
2902,Warwick,19,Tryndamere,23,0
2903,Warwick,19,Jax,24,0
2904,Warwick,19,Morgana,25,0
2905,Warwick,19,Zilean,26,0
2906,Warwick,19,Singed,27,0
2907,Warwick,19,Evelynn,28,0
2908,Warwick,19,Twitch,29,0
2909,Warwick,19,Karthus,30,0
2910,Warwick,19,Cho'Gath,31,0
2911,Warwick,19,Amumu,32,0
2912,Warwick,19,Rammus,33,0
2913,Warwick,19,Anivia,34,0
2914,Warwick,19,Shaco,35,0
2915,Warwick,19,Dr. Mundo,36,0
2916,Warwick,19,Sona,37,0
2917,Warwick,19,Kassadin,38,0
2918,Warwick,19,Irelia,39,0
2919,Warwick,19,Janna,40,0
2920,Warwick,19,Gangplank,41,0
2921,Warwick,19,Corki,42,0
2922,Warwick,19,Karma,43,0
2923,Warwick,19,Taric,44,0
2924,Warwick,19,Veigar,45,0
2925,Warwick,19,Trundle,48,0
2926,Warwick,19,Swain,50,0
2927,Warwick,19,Caitlyn,51,0
2928,Warwick,19,Blitzcrank,53,0
2929,Warwick,19,Malphite,54,0
2930,Warwick,19,Katarina,55,0
2931,Warwick,19,Nocturne,56,0
2932,Warwick,19,Maokai,57,0
