Top_counterScore,Jug_counterScore,Mid_counterScore,Bot_counterScore,Uti_counterScore,diff_TeamAttackScore,diff_TeamDefenseScore,diff_TeamWinRate,diff_TeamComboCount,diff_TeamControlScore,diff_TeamGoldAbility,Team1_AttackDefenseBalanceScore,Team2_AttackDefenseBalanceScore,TeamVictory
0.0,0.0,0.0,0.0,0.0,20.629999999999995,14.454000000000065,19.492000000000004,-1.0,-0.08994000000000002,13.316100000000006,-138.59600000000006,-144.772,100
0.0,0.0,0.0,0.0,0.0,114.822,30.85200000000009,-4.740000000000002,0.0,-0.08889999999999998,52.34519999999998,-125.02200000000005,-208.99199999999996,200
-198.375,288.57142857142856,-2048.5714285714284,-1607.2916666666667,-408.08247422680415,70.99600000000004,69.144,3.8500000000000014,0.0,1.1253799999999998,35.54950000000002,-193.61200000000002,-195.46400000000006,100
