Top_counterScore,Jug_counterScore,Mid_counterScore,Bot_counterScore,Uti_counterScore,diff_TeamAttackScore,diff_TeamDefenseScore,diff_TeamWinRate,diff_TeamComboCount,diff_TeamControlScore,Team1_AttackDefenseBalanceScore,Team2_AttackDefenseBalanceScore,TeamVictory
-569.7692307692307,0.0,0.0,0.0,0.0,-26.72800000000001,-85.524,-2.4739999999999966,-1,-0.42042,-170.62,-229.416,[100]
-653.5873015873016,0.0,0.0,0.0,0.0,10.101999999999975,0.6220000000000709,-0.08599999999999852,0,-0.12484000000000006,-168.97600000000006,-178.45599999999996,[200]
-714.3157894736842,0.0,0.0,0.0,0.0,0.5339999999999918,35.23799999999994,0.13799999999999812,0,-0.20374000000000003,-202.664,-167.96000000000004,[200]
-455.45454545454544,0.0,1768.857142857143,0.0,0.0,-31.714,-62.08600000000001,-5.3160000000000025,-1,-0.08239999999999992,-153.022,-183.394,[200]
640.6842105263158,0.0,0.0,0.0,0.0,-26.139999999999986,71.98800000000006,-3.2580000000000027,1,0.34540000000000004,-263.154,-165.02599999999995,[200]
-913.695652173913,0.0,0.0,0.0,0.0,9.963999999999999,71.24400000000003,2.618000000000002,0,0.60294,-177.13,-115.84999999999997,[100]
0.0,0.0,0.0,0.0,0.0,-9.407999999999959,-30.158000000000015,-5.418000000000006,0,-0.37332,-163.64199999999994,-184.392,[200]
616.7058823529412,0.0,0.0,0.0,0.0,-19.609999999999957,32.91399999999999,-2.073999999999998,0,0.08619999999999994,-243.156,-190.63200000000006,[200]
-1013.68,0.0,0.0,0.0,0.0,13.988,-15.794000000000096,-2.039999999999999,0,0.035019999999999996,-157.89999999999992,-187.68200000000002,[200]
-402.44444444444446,0.0,0.0,0.0,0.0,40.363999999999976,-15.127999999999929,6.452000000000005,0,0.10029999999999994,-163.69200000000006,-219.18399999999997,[100]
0.0,0.0,0.0,0.0,0.0,18.565999999999974,25.210000000000036,-3.2779999999999987,0,0.07963999999999993,-143.51799999999997,-136.8739999999999,[100]
0.0,0.0,0.0,0.0,0.0,29.055999999999983,-54.954000000000065,1.4699999999999989,0,-0.32596,-153.296,-237.30600000000004,[100]
0.0,0.0,1488.090909090909,0.0,0.0,19.855999999999995,36.865999999999985,3.240000000000002,0,-0.15670000000000006,-176.71800000000002,-159.70800000000003,[100]
0.0,0.0,0.0,0.0,0.0,47.16599999999994,-48.323999999999955,-2.6140000000000043,0,0.2047,-140.59400000000005,-236.08399999999995,[200]
-804.3962264150944,0.0,0.0,0.0,0.0,45.581999999999994,39.634000000000015,1.1199999999999974,0,0.06994,-161.926,-167.87399999999997,[200]
1775.8947368421052,0.0,0.0,0.0,0.0,-5.271999999999991,9.103999999999928,-5.466000000000001,0,0.1415599999999999,-175.36599999999999,-160.99000000000007,[200]
501.6666666666667,0.0,0.0,0.0,0.0,-61.428,19.60200000000009,0.031999999999996476,0,0.32398000000000005,-264.5760000000001,-183.546,[100]
1847.611111111111,0.0,0.0,0.0,0.0,-26.841999999999985,-21.370000000000005,3.945999999999998,0,-0.2587400000000001,-186.04999999999995,-180.57799999999997,[100]
-2606.714285714286,0.0,0.0,0.0,0.0,-58.96199999999999,-9.783999999999992,0.012000000000000455,0,0.15279999999999994,-192.00799999999998,-142.82999999999998,[100]
1670.142857142857,0.0,0.0,0.0,0.0,-56.125999999999976,-106.97199999999998,2.362000000000002,0,0.14908,-118.24400000000003,-169.09000000000003,[100]
-676.9166666666666,0.0,0.0,0.0,0.0,-20.79200000000003,45.182000000000016,2.837999999999994,0,0.10959999999999992,-203.52400000000006,-137.55,[100]
498.4736842105263,0.0,0.0,0.0,0.0,-8.836000000000013,6.925999999999931,1.4280000000000044,1,0.43434,-189.95599999999996,-174.19400000000002,[100]
0.0,0.0,491.54545454545456,0.0,0.0,-76.60399999999998,-78.43799999999999,-1.0579999999999998,0,0.46846,-168.57999999999998,-170.414,[200]
633.65625,0.0,0.0,0.0,0.0,3.3659999999999854,27.89799999999991,8.308,-1,-0.22381999999999996,-184.474,-159.94200000000006,[200]
